Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
rebarFrameHalfInsideCorner,blocks,Block,,,Rebar Frame Half Inside Corner Type 1,,,,,,,,,,,,,,
rebarFrameHalfPlate,blocks,Block,,,Rebar Frame Half Plate,,,,,,,,,,,,,,
rebarFrameHalfRampStairs50,blocks,Block,,,Rebar Frame Half Ramp Stairs 50,,,,,,,,,,,,,,
rebarFrameHalfRampStairs50Filler,blocks,Block,,,Rebar Frame Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
rebarFrameInclineTipHalf1,blocks,Block,,,Rebar Frame Incline Tip Half Type 1,,,,,,,,,,,,,,
rebarFrameInclineTipHalf2,blocks,Block,,,Rebar Frame Incline Tip Half Type 2,,,,,,,,,,,,,,
rebarFramePillar100Cap,blocks,Block,,,Rebar Frame Pillar 100 Cap,,,,,,,,,,,,,,
rebarFramePillar50,blocks,Block,,,Rebar Frame Pillar 50,,,,,,,,,,,,,,
rebarFramePillar50CNR,blocks,Block,,,Rebar Frame Pillar 50 Corner,,,,,,,,,,,,,,
rebarFramePillar50CNRPlate,blocks,Block,,,Rebar Frame Pillar 50 Corner Plate,,,,,,,,,,,,,,
rebarFramePillar50SquareTop,blocks,Block,,,Rebar Frame Pillar 50 Square Top,,,,,,,,,,,,,,
rebarFramePlateCorner,blocks,Block,,,Rebar Frame Plate Corner,,,,,,,,,,,,,,
rebarFramePlateCurved,blocks,Block,,,Rebar Frame Plate Curved,,,,,,,,,,,,,,
rebarFramePlateHalfTriangle,blocks,Block,,,Rebar Frame Plate Half Triangle,,,,,,,,,,,,,,
rebarFramePlatePole,blocks,Block,,,Rebar Frame Plate Pole,,,,,,,,,,,,,,
rebarFramePlateQuarterTriangle,blocks,Block,,,Rebar Frame Plate Quarter Triangle,,,,,,,,,,,,,,
rebarFramePole,blocks,Block,,,Rebar Frame Pole,,,,,,,,,,,,,,
rebarFramePoleCornerRound,blocks,Block,,,Rebar Frame Pole Corner Round,,,,,,,,,,,,,,
rebarFramePoleSCTR,blocks,Block,,,Rebar Frame Pole Support Centre,,,,,,,,,,,,,,
rebarFramePoleSupport,blocks,Block,,,Rebar Frame Pole Support Type 1,,,,,,,,,,,,,,
rebarFramePoleSupport2,blocks,Block,,,Rebar Frame Pole Support Type 2,,,,,,,,,,,,,,
rebarFramePoleSupportCtr,blocks,Block,,,Rebar Frame Pole Support Centre,,,,,,,,,,,,,,
rebarFramePyramid,blocks,Block,,,Rebar Frame Pyramid,,,,,,,,,,,,,,
rebarFramePyramid1m,blocks,Block,,,Rebar Frame Pyramid 1m,,,,,,,,,,,,,,
rebarFrameQuarterCNR,blocks,Block,,,Rebar Frame Quarter Corner,,,,,,,,,,,,,,
rebarFrameQuarterCNR3Way,blocks,Block,,,Rebar Frame Quarter Corner 3 Way,,,,,,,,,,,,,,
rebarFrameQuarterCNRQuarterPlate,blocks,Block,,,Rebar Frame Quarter Corner Quarter Plate,,,,,,,,,,,,,,
rebarFrameQuarterSCtr,blocks,Block,,,Rebar Frame Quarter S Centre,,,,,,,,,,,,,,
rebarFrameQuarterTeeSCtr,blocks,Block,,,Rebar Frame Quarter Tee S Centre,,,,,,,,,,,,,,
rebarFrameRampIncline,blocks,Block,,,Rebar Frame Ramp Incline,,,,,,,,,,,,,,
rebarFrameRampInclineFiller,blocks,Block,,,Rebar Frame Ramp Incline Filler,,,,,,,,,,,,,,
rebarFrameRampInclineFillerHalf1,blocks,Block,,,Rebar Frame Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
rebarFrameRampInclineFillerHalf2,blocks,Block,,,Rebar Frame Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
rebarFrameRampInclineHalf1,blocks,Block,,,Rebar Frame Ramp Incline Half Type 1,,,,,,,,,,,,,,
rebarFrameRampInclineHalf2,blocks,Block,,,Rebar Frame Ramp Incline Half Type 2,,,,,,,,,,,,,,
rebarFrameRampInclineInsideCNR,blocks,Block,,,Rebar Frame Ramp Incline Inside Corner,,,,,,,,,,,,,,
rebarFrameRampInclineInsideCNRFiller,blocks,Block,,,Rebar Frame Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
rebarFrameRampInclineOutsideCNR,blocks,Block,,,Rebar Frame Ramp Incline Outside Corner,,,,,,,,,,,,,,
rebarFrameRampInclineOutsideCNRFiller,blocks,Block,,,Rebar Frame Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
rebarFrameStairs25,blocks,Block,,,Rebar Frame Stairs 25,,,,,,,,,,,,,,
rebarFrameStairs25CornerCNR,blocks,Block,,,Rebar Frame Stairs 25 Corner Corner,,,,,,,,,,,,,,
rebarFrameStairs50,blocks,Block,,,Rebar Frame Stairs 50,,,,,,,,,,,,,,
rebarFrameStairsFilledRailingLeft,blocks,Block,,,Rebar Frame Stairs Filled Railing Left,,,,,,,,,,,,,,
rebarFrameStairsFilledRailingRight,blocks,Block,,,Rebar Frame Stairs Filled Railing Right,,,,,,,,,,,,,,
rebarFrameTubeCenter,blocks,Block,,,Rebar Frame Tube Centre,,,,,,,,,,,,,,
rebarFrameTubeCorner,blocks,Block,,,Rebar Frame Tube Corner,,,,,,,,,,,,,,
rebarFrameTunnelCenter,blocks,Block,,,Rebar Frame Tunnel Centre,,,,,,,,,,,,,,
rebarFrameTunnelCorner,blocks,Block,,,Rebar Frame Tunnel Corner,,,,,,,,,,,,,,
rebarFrameWedgeCNRInsideBottom,blocks,Block,,,Rebar Frame Wedge Corner Inside Bottom,,,,,,,,,,,,,,
rebarFrameWedgeCNRInsideSteepBase,blocks,Block,,,Rebar Frame Wedge Corner Inside Steep Base,,,,,,,,,,,,,,
rebarFrameWedgeCNRInsideSteepTop,blocks,Block,,,Rebar Frame Wedge Corner Inside Steep Top,,,,,,,,,,,,,,
rebarFrameWedgeCNRInsideTop,blocks,Block,,,Rebar Frame Wedge Corner Inside Top,,,,,,,,,,,,,,
rebarFrameWedgeCNRSteepBase,blocks,Block,,,Rebar Frame Wedge Corner Steep Base,,,,,,,,,,,,,,
rebarFrameWedgeCNRSteepTop,blocks,Block,,,Rebar Frame Wedge Corner Steep Top,,,,,,,,,,,,,,
rebarFrameWedgeIncline,blocks,Block,,,Rebar Frame Wedge Incline,,,,,,,,,,,,,,
rebarFrameWedgeInclineCornerTop,blocks,Block,,,Rebar Frame Wedge Incline Corner Top,,,,,,,,,,,,,,
rebarFrameWedgeNarrowHigh,blocks,Block,,,Rebar Frame Wedge Narrow High,,,,,,,,,,,,,,
rebarFrameWedgeNarrowLow,blocks,Block,,,Rebar Frame Wedge Narrow Low,,,,,,,,,,,,,,
rebarFrameWedgeNarrowMid,blocks,Block,,,Rebar Frame Wedge Narrow Mid,,,,,,,,,,,,,,
rebarFrameWedgeNarrowTip,blocks,Block,,,Rebar Frame Wedge Narrow Tip,,,,,,,,,,,,,,
rebarFrameWedgeRampLeftIntersection,blocks,Block,,,Rebar Frame Wedge Ramp Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeRampRightIntersection,blocks,Block,,,Rebar Frame Wedge Ramp Right Intersection,,,,,,,,,,,,,,
rebarFrameWedgeStairs,blocks,Block,,,Rebar Frame Wedge Stairs,,,,,,,,,,,,,,
rebarFrameWedgeSteepTipLeftIntersection,blocks,Block,,,Rebar Frame Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeSteepTipRightIntersection,blocks,Block,,,Rebar Frame Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
rebarFrameWedgeSteepWedgeLeftIntersection,blocks,Block,,,Rebar Frame Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeSteepWedgeRightIntersection,blocks,Block,,,Rebar Frame Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipCNRFullBottom,blocks,Block,,,Rebar Frame Wedge Tip Corner Full Bottom,,,,,,,,,,,,,,
rebarFrameWedgeTipCNRFullTop,blocks,Block,,,Rebar Frame Wedge Tip Corner Full Top,,,,,,,,,,,,,,
rebarFrameWedgeTipHalf1,blocks,Block,,,Rebar Frame Wedge Tip Half Type 1,,,,,,,,,,,,,,
rebarFrameWedgeTipHalf2,blocks,Block,,,Rebar Frame Wedge Tip Half Type 2,,,,,,,,,,,,,,
rebarFrameWedgeTipRampLeftIntersection,blocks,Block,,,Rebar Frame Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipRampRightIntersection,blocks,Block,,,Rebar Frame Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipStairs,blocks,Block,,,Rebar Frame Wedge Tip Stairs,,,,,,,,,,,,,,
rebarFrameWedgeTipSteepTipLeftIntersection,blocks,Block,,,Rebar Frame Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipSteepTipRightIntersection,blocks,Block,,,Rebar Frame Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Rebar Frame Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
rebarFrameWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Rebar Frame Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
rebarFrameWindowArch3MCNR,blocks,Block,,,Rebar Frame Window Wide Arch Corner,,,,,,,,,,,,,,
rebarFrameWindowArch3MCTR,blocks,Block,,,Rebar Frame Window Wide Arch Centre,,,,,,,,,,,,,,
rebarFrameWindowArch3MTip,blocks,Block,,,Rebar Frame Window Wide Arch Tip,,,,,,,,,,,,,,
rebarFrameWindowArchTop,blocks,Block,,,Rebar Frame Window Arch Top,,,,,,,,,,,,,,
rebarFrameWindowCircle,blocks,Block,,,Rebar Frame Window Circle,,,,,,,,,,,,,,
rebarFrameWindowCircleCorner,blocks,Block,,,Rebar Frame Window Circle Corner,,,,,,,,,,,,,,
rebarFrameWindowTrim,blocks,Block,,,Rebar Frame Window Trim,,,,,,,,,,,,,,
rebarFrameWindowTrimBottom,blocks,Block,,,Rebar Frame Window Trim Bottom,,,,,,,,,,,,,,
rebarFrameWindowTrimSides,blocks,Block,,,Rebar Frame Window Trim Sides,,,,,,,,,,,,,,
rebarFrameWindowTrimTop,blocks,Block,,,Rebar Frame Window Trim Top,,,,,,,,,,,,,,
rebarFrameWindowTrimTopFancy,blocks,Block,,,Rebar Frame Window Trim Top Fancy,,,,,,,,,,,,,,
scrapIronFrame2PlateCorner,blocks,Block,,,Iron Frame Two-Plate Corner,,,,,,,,,,,,,,
scrapIronFrame2PlateCornerHalf,blocks,Block,,,Iron Frame Two-Plate Corner Half,,,,,,,,,,,,,,
scrapIronFrameArch3m,blocks,Block,,,Iron Frame Wide Arch,,,,,,,,,,,,,,
scrapIronFrameArch3m_center,blocks,Block,,,Iron Frame Wide Arch Centre,,,,,,,,,,,,,,
scrapIronFrameArch3m_tip,blocks,Block,,,Iron Frame Wide Arch Tip,,,,,,,,,,,,,,
scrapIronFrameArchCurveBase,blocks,Block,,,Iron Frame Arch Curve Base,,,,,,,,,,,,,,
scrapIronFrameArchCurveFiller,blocks,Block,,,Iron Frame Arch Curve Filler,,,,,,,,,,,,,,
scrapIronFrameArchCurveMiddle,blocks,Block,,,Iron Frame Arch Curve Middle,,,,,,,,,,,,,,
scrapIronFrameArchCurveTop,blocks,Block,,,Iron Frame Arch Curve Top,,,,,,,,,,,,,,
scrapIronFrameArchCurveTopMiddle,blocks,Block,,,Iron Frame Arch Curve Top Middle,,,,,,,,,,,,,,
scrapIronFrameArchCurveTopMiddleTopper,blocks,Block,,,Iron Frame Arch Curve Top Middle Topper,,,,,,,,,,,,,,
scrapIronFrameArchCurveWall,blocks,Block,,,Iron Frame Arch Curve Wall,,,,,,,,,,,,,,
scrapIronFrameArchCurveWallCap,blocks,Block,,,Iron Frame Arch Curve Wall Cap,,,,,,,,,,,,,,
scrapIronFrameArrowBlock,blocks,Block,,,Iron Frame Arrow Block,,,,,,,,,,,,,,
scrapIronFrameArrowSlit,blocks,Block,,,Iron Frame Arrow Slit,,,,,,,,,,,,,,
scrapIronFrameArrowSlitHalf,blocks,Block,,,Iron Frame Arrow Slit Half,,,,,,,,,,,,,,
scrapIronFrameCNRRamp,blocks,Block,,,Iron Frame Corner Ramp,,,,,,,,,,,,,,
scrapIronFrameCNRRound,blocks,Block,,,Iron Frame Corner Round,,,,,,,,,,,,,,
scrapIronFrameCNRRoundTop,blocks,Block,,,Iron Frame Corner Round Top,,,,,,,,,,,,,,
scrapIronFrameCone1m,blocks,Block,,,Iron Frame Cone 1m,,,,,,,,,,,,,,
scrapIronFrameCross,blocks,Block,,,Iron Frame Cross,,,,,,,,,,,,,,
scrapIronFrameCrossCtr,blocks,Block,,,Iron Frame Cross Centre,,,,,,,,,,,,,,
scrapIronFrameCrossHalf,blocks,Block,,,Iron Frame Cross Half,,,,,,,,,,,,,,
scrapIronFrameCrown,blocks,Block,,,Iron Frame Crown,,,,,,,,,,,,,,
scrapIronFrameCrownInsideCorner,blocks,Block,,,Iron Frame Crown Inside Corner,,,,,,,,,,,,,,
scrapIronFrameCTRpole,blocks,Block,,,Iron Frame Centrepole,,,,,,,,,,,,,,
scrapIronFrameCTRQuarter,blocks,Block,,,Iron Frame Centre Quarter,,,,,,,,,,,,,,
scrapIronFrameCTRQuarterPlate4Way,blocks,Block,,,Iron Frame Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
scrapIronFrameCTRQuarterSquareTop,blocks,Block,,,Iron Frame Centre Quarter Square Top,,,,,,,,,,,,,,
scrapIronFramedoorTrim1m,blocks,Block,,,Iron Frame Door Trim 1m,,,,,,,,,,,,,,
scrapIronFramedoorTrim2m,blocks,Block,,,Iron Frame Door Trim 2m,,,,,,,,,,,,,,
scrapIronFramedoorTrimHalfm,blocks,Block,,,Iron Frame Door Trim 0.5m,,,,,,,,,,,,,,
scrapIronFramedoorTrimTop,blocks,Block,,,Iron Frame Door Trim Top,,,,,,,,,,,,,,
scrapIronFrameGable,blocks,Block,,,Iron Frame Gable,,,,,,,,,,,,,,
scrapIronFrameGable1m,blocks,Block,,,Iron Frame Gable 1m,,,,,,,,,,,,,,
scrapIronFrameGable1mHalf,blocks,Block,,,Iron Frame Gable 1m Half,,,,,,,,,,,,,,
scrapIronFrameGable3Quarter,blocks,Block,,,Iron Frame Gable Three-Quarter,,,,,,,,,,,,,,
scrapIronFrameGable3QuarterHalf,blocks,Block,,,Iron Frame Gable Three-Quarter Half,,,,,,,,,,,,,,
scrapIronFrameGableHalf,blocks,Block,,,Iron Frame Gable Half,,,,,,,,,,,,,,
scrapIronFrameGableInvertedQuarterHalf,blocks,Block,,,Iron Frame Gable Inverted Quarter Half,,,,,,,,,,,,,,
scrapIronFrameGableInvertedRampHalf,blocks,Block,,,Iron Frame Gable Inverted Ramp Half,,,,,,,,,,,,,,
scrapIronFrameGableInvertedSteepHalf,blocks,Block,,,Iron Frame Gable Inverted Steep Half,,,,,,,,,,,,,,
scrapIronFrameGablePyramid,blocks,Block,,,Iron Frame Gable Pyramid,,,,,,,,,,,,,,
scrapIronFrameGableQuarterHalf,blocks,Block,,,Iron Frame Gable Quarter Half,,,,,,,,,,,,,,
scrapIronFrameHalfCentered,blocks,Block,,,Iron Frame Half Centreed,,,,,,,,,,,,,,
scrapIronFrameHalfCNRInside2,blocks,Block,,,Iron Frame Half Inside Corner Type 2,,,,,,,,,,,,,,
scrapIronFrameHalfInsideCorner,blocks,Block,,,Iron Frame Half Inside Corner Type 1,,,,,,,,,,,,,,
scrapIronFrameHalfPlate,blocks,Block,,,Iron Frame Half Plate,,,,,,,,,,,,,,
scrapIronFrameHalfRampStairs50,blocks,Block,,,Iron Frame Half Ramp Stairs 50,,,,,,,,,,,,,,
scrapIronFrameHalfRampStairs50Filler,blocks,Block,,,Iron Frame Half Ramp Stairs 50 Filler,,,,,,,,,,,,,,
scrapIronFrameInclineTipHalf1,blocks,Block,,,Iron Frame Incline Tip Half Type 1,,,,,,,,,,,,,,
scrapIronFrameInclineTipHalf2,blocks,Block,,,Iron Frame Incline Tip Half Type 2,,,,,,,,,,,,,,
scrapIronFramePillar100,blocks,Block,,,Iron Frame Pillar 100,,,,,,,,,,,,,,
scrapIronFramePillar50,blocks,Block,,,Iron Frame Pillar 50,,,,,,,,,,,,,,
scrapIronFramePillar50CNR,blocks,Block,,,Iron Frame Pillar 50 Corner,,,,,,,,,,,,,,
scrapIronFramePillar50CNRPlate,blocks,Block,,,Iron Frame Pillar 50 Corner Plate,,,,,,,,,,,,,,
scrapIronFramePillar50SquareTop,blocks,Block,,,Iron Frame Pillar 50 Square Top,,,,,,,,,,,,,,
scrapIronFramePlate,blocks,Block,,,Iron Frame Plate,,,,,,,,,,,,,,
scrapIronFramePlateCorner,blocks,Block,,,Iron Frame Plate Corner,,,,,,,,,,,,,,
scrapIronFramePlateCurved,blocks,Block,,,Iron Frame Plate Curved,,,,,,,,,,,,,,
scrapIronFramePlateHalfTriangle,blocks,Block,,,Iron Frame Plate Half Triangle,,,,,,,,,,,,,,
scrapIronFramePlatePole,blocks,Block,,,Iron Frame Plate Pole,,,,,,,,,,,,,,
scrapIronFramePlateQuarterTriangle,blocks,Block,,,Iron Frame Plate Quarter Triangle,,,,,,,,,,,,,,
scrapIronFramePole,blocks,Block,,,Iron Frame Pole,,,,,,,,,,,,,,
scrapIronFramePoleCornerRound,blocks,Block,,,Iron Frame Pole Corner Round,,,,,,,,,,,,,,
scrapIronFramePoleSCTR,blocks,Block,,,Iron Frame Pole Support Centre,,,,,,,,,,,,,,
scrapIronFramePoleSupport,blocks,Block,,,Iron Frame Pole Support Type 1,,,,,,,,,,,,,,
scrapIronFramePoleSupport2,blocks,Block,,,Iron Frame Pole Support Type 2,,,,,,,,,,,,,,
scrapIronFramePoleSupportCtr,blocks,Block,,,Iron Frame Pole Support Centre,,,,,,,,,,,,,,
scrapIronFramePyramid,blocks,Block,,,Iron Frame Pyramid,,,,,,,,,,,,,,
scrapIronFramePyramid1m,blocks,Block,,,Iron Frame Pyramid 1m,,,,,,,,,,,,,,
scrapIronFrameQuarter,blocks,Block,,,Iron Frame Quarter,,,,,,,,,,,,,,
scrapIronFrameQuarterCNRQuarterPlate,blocks,Block,,,Iron Frame Quarter Corner Quarter Plate,,,,,,,,,,,,,,
scrapIronFrameRampIncline,blocks,Block,,,Iron Frame Ramp Incline,,,,,,,,,,,,,,
scrapIronFrameRampInclineFiller,blocks,Block,,,Iron Frame Ramp Incline Filler,,,,,,,,,,,,,,
scrapIronFrameRampInclineFillerHalf1,blocks,Block,,,Iron Frame Ramp Incline Filler Half Type 1,,,,,,,,,,,,,,
scrapIronFrameRampInclineFillerHalf2,blocks,Block,,,Iron Frame Ramp Incline Filler Half Type 2,,,,,,,,,,,,,,
scrapIronFrameRampInclineHalf1,blocks,Block,,,Iron Frame Ramp Incline Half Type 1,,,,,,,,,,,,,,
scrapIronFrameRampInclineHalf2,blocks,Block,,,Iron Frame Ramp Incline Half Type 2,,,,,,,,,,,,,,
scrapIronFrameRampInclineInsideCNR,blocks,Block,,,Iron Frame Ramp Incline Inside Corner,,,,,,,,,,,,,,
scrapIronFrameRampInclineInsideCNRFiller,blocks,Block,,,Iron Frame Ramp Incline Inside Corner Filler,,,,,,,,,,,,,,
scrapIronFrameRampInclineOutsideCNR,blocks,Block,,,Iron Frame Ramp Incline Outside Corner,,,,,,,,,,,,,,
scrapIronFrameRampInclineOutsideCNRFiller,blocks,Block,,,Iron Frame Ramp Incline Outside Corner Filler,,,,,,,,,,,,,,
scrapIronFrameStairs25,blocks,Block,,,Iron Frame Stairs 25,,,,,,,,,,,,,,
scrapIronFrameStairsFilledRailingLeft,blocks,Block,,,Iron Frame Stairs Filled Railing Left,,,,,,,,,,,,,,
scrapIronFrameStairsFilledRailingRight,blocks,Block,,,Iron Frame Stairs Filled Railing Right,,,,,,,,,,,,,,
scrapIronFrameTubeCenter,blocks,Block,,,Iron Frame Tube Centre,,,,,,,,,,,,,,
scrapIronFrameTubeCorner,blocks,Block,,,Iron Frame Tube Corner,,,,,,,,,,,,,,
scrapIronFrameTunnelCenter,blocks,Block,,,Iron Frame Tunnel Centre,,,,,,,,,,,,,,
scrapIronFrameTunnelCorner,blocks,Block,,,Iron Frame Tunnel Corner,,,,,,,,,,,,,,
scrapIronFrameWedgeInclineCornerTop,blocks,Block,,,Iron Frame Wedge Incline Corner Top,,,,,,,,,,,,,,
scrapIronFrameWedgeNarrowHigh,blocks,Block,,,Iron Frame Wedge Narrow High,,,,,,,,,,,,,,
scrapIronFrameWedgeNarrowLow,blocks,Block,,,Iron Frame Wedge Narrow Low,,,,,,,,,,,,,,
scrapIronFrameWedgeNarrowMid,blocks,Block,,,Iron Frame Wedge Narrow Mid,,,,,,,,,,,,,,
scrapIronFrameWedgeNarrowTip,blocks,Block,,,Iron Frame Wedge Narrow Tip,,,,,,,,,,,,,,
scrapIronFrameWedgeRampLeftIntersection,blocks,Block,,,Iron Frame Wedge Ramp Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeRampRightIntersection,blocks,Block,,,Iron Frame Wedge Ramp Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeSteepTipLeftIntersection,blocks,Block,,,Iron Frame Wedge Steep Tip Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeSteepTipRightIntersection,blocks,Block,,,Iron Frame Wedge Steep Tip Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeSteepWedgeLeftIntersection,blocks,Block,,,Iron Frame Wedge Steep Wedge Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeSteepWedgeRightIntersection,blocks,Block,,,Iron Frame Wedge Steep Wedge Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipHalf1,blocks,Block,,,Iron Frame Wedge Tip Half Type 1,,,,,,,,,,,,,,
scrapIronFrameWedgeTipHalf2,blocks,Block,,,Iron Frame Wedge Tip Half Type 2,,,,,,,,,,,,,,
scrapIronFrameWedgeTipRampLeftIntersection,blocks,Block,,,Iron Frame Wedge Tip Ramp Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipRampRightIntersection,blocks,Block,,,Iron Frame Wedge Tip Ramp Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipSteepTipLeftIntersection,blocks,Block,,,Iron Frame Wedge Tip Steep Tip Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipSteepTipRightIntersection,blocks,Block,,,Iron Frame Wedge Tip Steep Tip Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipSteepWedgeLeftIntersection,blocks,Block,,,Iron Frame Wedge Tip Steep Wedge Left Intersection,,,,,,,,,,,,,,
scrapIronFrameWedgeTipSteepWedgeRightIntersection,blocks,Block,,,Iron Frame Wedge Tip Steep Wedge Right Intersection,,,,,,,,,,,,,,
scrapIronFrameWindowArch3MCNR,blocks,Block,,,Iron Frame Window Wide Arch Corner,,,,,,,,,,,,,,
scrapIronFrameWindowArch3MCTR,blocks,Block,,,Iron Frame Window Wide Arch Centre,,,,,,,,,,,,,,
scrapIronFrameWindowArch3MTip,blocks,Block,,,Iron Frame Window Wide Arch Tip,,,,,,,,,,,,,,
scrapIronFrameWindowArchTop,blocks,Block,,,Iron Frame Window Arch Top,,,,,,,,,,,,,,
scrapIronFrameWindowCircle,blocks,Block,,,Iron Frame Window Circle,,,,,,,,,,,,,,
scrapIronFrameWindowCircleCorner,blocks,Block,,,Iron Frame Window Circle Corner,,,,,,,,,,,,,,
scrapIronFrameWindowTrim,blocks,Block,,,Iron Frame Window Trim,,,,,,,,,,,,,,
scrapIronFrameWindowTrimBottom,blocks,Block,,,Iron Frame Window Trim Bottom,,,,,,,,,,,,,,
scrapIronFrameWindowTrimSides,blocks,Block,,,Iron Frame Window Trim Sides,,,,,,,,,,,,,,
scrapIronFrameWindowTrimTop,blocks,Block,,,Iron Frame Window Trim Top,,,,,,,,,,,,,,
scrapIronFrameWindowTrimTopFancy,blocks,Block,,,Iron Frame Window Trim Top Fancy,,,,,,,,,,,,,,
woodArch3m,blocks,Block,,,Wood Wide Arch,,,,,,,,,,,,,,
woodArch3m_center,blocks,Block,,,Wood Wide Arch Centre,,,,,,,,,,,,,,
woodArch3m_tip,blocks,Block,,,Wood Wide Arch Tip,,,,,,,,,,,,,,
woodArchCurveBase,blocks,Block,,,Wood Arch Curve Base,,,,,,,,,,,,,,
woodArchCurveFiller,blocks,Block,,,Wood Arch Curve Filler,,,,,,,,,,,,,,
woodArchCurveMiddle,blocks,Block,,,Wood Arch Curve Middle,,,,,,,,,,,,,,
woodArchCurveTop,blocks,Block,,,Wood Arch Curve Top,,,,,,,,,,,,,,
woodArchCurveTopMiddle,blocks,Block,,,Wood Arch Curve Top Middle,,,,,,,,,,,,,,
woodArchCurveTopMiddleTopper,blocks,Block,,,Wood Arch Curve Top Middle Topper,,,,,,,,,,,,,,
woodArchCurveWall,blocks,Block,,,Wood Arch Curve Wall,,,,,,,,,,,,,,
woodArchCurveWallCap,blocks,Block,,,Wood Arch Curve Wall Cap,,,,,,,,,,,,,,
woodArrowSlit,blocks,Block,,,Wood Arrow Slit,,,,,,,,,,,,,,
woodCone1m,blocks,Block,,,Wood Cone 1m,,,,,,,,,,,,,,
woodCTRQuarterPlate4Way,blocks,Block,,,Wood Centre Quarter Plate 4-Way,,,,,,,,,,,,,,
woodFrame2PlateCorner,blocks,Block,,,Wood Frame Two-Plate Corner,,,,,,,,,,,,,,
woodFrame2PlateCornerHalf,blocks,Block,,,Wood Frame Two-Plate Corner Half,,,,,,,,,,,,,,
woodFrameArch3m,blocks,Block,,,Wood Frame Wide Arch,,,,,,,,,,,,,,
woodFrameArch3m_center,blocks,Block,,,Wood Frame Wide Arch Centre,,,,,,,,,,,,,,
woodFrameArch3m_tip,blocks,Block,,,Wood Frame Wide Arch Tip,,,,,,,,,,,,,,
woodFrameArchCurveBase,blocks,Block,,,Wood Frame Arch Curve Base,,,,,,,,,,,,,,
woodFrameArchCurveFiller,blocks,Block,,,Wood Frame Arch Curve Filler,,,,,,,,,,,,,,
woodFrameArchCurveMiddle,blocks,Block,,,Wood Frame Arch Curve Middle,,,,,,,,,,,,,,
woodFrameArchCurveTop,blocks,Block,,,Wood Frame Arch Curve Top,,,,,,,,,,,,,,
woodFrameArchCurveTopMiddle,blocks,Block,,,Wood Frame Arch Curve Top Middle,,,,,,,,,,,,,,
woodFrameArchCurveTopMiddleTopper,blocks,Block,,,Wood Frame Arch Curve Top Middle Topper,,,,,,,,,,,,,,
woodFrameArchCurveWall,blocks,Block,,,Wood Frame Arch Curve Wall,,,,,,,,,,,,,,
woodFrameArchCurveWallCap,blocks,Block,,,Wood Frame Arch Curve Wall Cap,,,,,,,,,,,,,,
woodFrameArrowBlock,blocks,Block,,,Wood Frame Arrow Block,,,,,,,,,,,,,,
woodFrameArrowSlit,blocks,Block,,,Wood Frame Arrow Slit,,,,,,,,,,,,,,
woodFrameArrowSlitHalf,blocks,Block,,,Wood Frame Arrow Slit Half,,,,,,,,,,,,,,
woodFrameCNRRamp,blocks,Block,,,Wood Frame Corner Ramp,,,,,,,,,,,,,,
woodFrameCNRRound,blocks,Block,,,Wood Frame Corner Round,,,,,,,,,,,,,,
woodFrameCNRRoundTop,blocks,Block,,,Wood Frame Corner Round Top,,,,,,,,,,,,,,
woodFrameCone1m,blocks,Block,,,Wood Frame Cone 1m,,,,,,,,,,,,,,
woodFrameCross,blocks,Block,,,Wood Frame Cross,,,,,,,,,,,,,,
